mode: set
claude-squad/main.go:28.55,45.18 6 0
claude-squad/ui/fuzzy/fuzzy.go:239.2,239.34 1 0
claude-squad/ui/fuzzy/fuzzy.go:239.34,241.3 1 0
claude-squad/ui/fuzzy/fuzzy.go:243.2,243.22 1 0
claude-squad/ui/fuzzy/fuzzy.go:248.56,250.23 1 0
claude-squad/ui/fuzzy/fuzzy.go:250.23,252.3 1 0
claude-squad/ui/fuzzy/fuzzy.go:255.2,255.21 1 0
claude-squad/ui/fuzzy/fuzzy.go:255.21,257.26 2 0
claude-squad/ui/fuzzy/fuzzy.go:257.26,259.4 1 0
claude-squad/ui/fuzzy/fuzzy.go:260.3,260.22 1 0
claude-squad/ui/fuzzy/fuzzy.go:264.2,268.48 3 0
claude-squad/ui/fuzzy/fuzzy.go:268.48,270.26 2 0
claude-squad/ui/fuzzy/fuzzy.go:270.26,272.4 1 0
claude-squad/ui/fuzzy/fuzzy.go:273.3,273.22 1 0
claude-squad/ui/fuzzy/fuzzy.go:277.2,277.47 1 0
claude-squad/ui/fuzzy/fuzzy.go:277.47,280.26 3 0
claude-squad/ui/fuzzy/fuzzy.go:280.26,282.4 1 0
claude-squad/ui/fuzzy/fuzzy.go:283.3,283.22 1 0
claude-squad/ui/fuzzy/fuzzy.go:287.2,291.40 3 0
claude-squad/ui/fuzzy/fuzzy.go:291.40,292.78 1 0
claude-squad/ui/fuzzy/fuzzy.go:292.78,295.4 2 0
claude-squad/ui/fuzzy/fuzzy.go:296.3,296.6 1 0
claude-squad/ui/fuzzy/fuzzy.go:300.2,300.22 1 0
claude-squad/ui/fuzzy/fuzzy.go:300.22,302.3 1 0
claude-squad/ui/fuzzy/fuzzy.go:309.2,313.36 3 0
claude-squad/ui/fuzzy/fuzzy.go:313.36,315.14 2 0
claude-squad/ui/fuzzy/fuzzy.go:315.14,317.4 1 0
claude-squad/ui/fuzzy/fuzzy.go:321.2,322.22 2 0
claude-squad/ui/fuzzy/fuzzy.go:322.22,324.3 1 0
claude-squad/ui/fuzzy/fuzzy.go:327.2,332.15 3 0
claude-squad/ui/fuzzy/fuzzy.go:332.15,334.3 1 0
claude-squad/ui/fuzzy/fuzzy.go:334.8,334.22 1 0
claude-squad/ui/fuzzy/fuzzy.go:334.22,336.3 1 0
claude-squad/ui/fuzzy/fuzzy.go:338.2,338.23 1 0
claude-squad/ui/fuzzy/fuzzy.go:347.49,349.2 1 0
claude-squad/ui/fuzzy/fuzzy.go:351.50,353.2 1 0
claude-squad/ui/fuzzy/fuzzy.go:355.41,357.2 1 0
claude-squad/ui/fuzzy/fuzzy.go:360.55,362.29 2 0
claude-squad/ui/fuzzy/fuzzy.go:362.29,367.3 1 0
claude-squad/ui/fuzzy/fuzzy.go:368.2,368.15 1 0
claude-squad/ui/debounce/debounce.go:17.42,22.2 1 0
claude-squad/ui/debounce/debounce.go:26.46,31.20 3 0
claude-squad/ui/debounce/debounce.go:31.20,33.3 1 0
claude-squad/ui/debounce/debounce.go:36.2,39.43 2 0
claude-squad/ui/debounce/debounce.go:39.43,44.22 4 0
claude-squad/ui/debounce/debounce.go:44.22,46.4 1 0
claude-squad/ui/debounce/debounce.go:51.30,55.20 3 0
claude-squad/ui/debounce/debounce.go:55.20,58.3 2 0
claude-squad/ui/debounce/debounce.go:62.46,67.20 3 0
claude-squad/ui/debounce/debounce.go:67.20,70.3 2 0
claude-squad/ui/debounce/debounce.go:73.2,73.21 1 0
claude-squad/ui/debounce/debounce.go:73.21,75.3 1 0
claude-squad/ui/debounce/debounce.go:79.51,84.2 3 0
claude-squad/ui/debounce/debounce.go:87.37,92.2 3 0
claude-squad/session/git/diff.go:20.36,22.2 1 0
claude-squad/session/git/diff.go:25.41,30.16 3 0
claude-squad/session/git/diff.go:30.16,33.3 2 0
claude-squad/session/git/diff.go:35.2,36.16 2 0
claude-squad/session/git/diff.go:36.16,39.3 2 0
claude-squad/session/git/diff.go:40.2,41.29 2 0
claude-squad/session/git/diff.go:41.29,42.70 1 0
claude-squad/session/git/diff.go:42.70,44.4 1 0
claude-squad/session/git/diff.go:44.9,44.77 1 0
claude-squad/session/git/diff.go:44.77,46.4 1 0
claude-squad/session/git/diff.go:48.2,50.14 2 0
claude-squad/session/git/util.go:16.42,36.2 8 1
claude-squad/session/git/util.go:39.25,41.47 1 0
claude-squad/session/git/util.go:41.47,43.3 1 0
claude-squad/session/git/util.go:46.2,47.34 2 0
claude-squad/session/git/util.go:47.34,49.3 1 0
claude-squad/session/git/util.go:51.2,51.12 1 0
claude-squad/session/git/util.go:55.34,56.6 1 0
claude-squad/session/git/util.go:56.6,58.17 2 0
claude-squad/session/git/util.go:58.17,60.4 1 0
claude-squad/session/git/util.go:62.3,63.21 2 0
claude-squad/session/git/util.go:63.21,65.4 1 0
claude-squad/session/git/util.go:66.3,66.16 1 0
claude-squad/session/git/util.go:70.51,72.6 2 0
claude-squad/session/git/util.go:72.6,74.17 2 0
claude-squad/session/git/util.go:74.17,77.4 1 0
claude-squad/session/git/util.go:79.3,80.28 2 0
claude-squad/session/git/util.go:80.28,83.4 1 0
claude-squad/session/git/util.go:84.3,84.23 1 0
claude-squad/session/git/worktree.go:11.45,13.16 2 0
claude-squad/session/git/worktree.go:13.16,15.3 1 0
claude-squad/session/git/worktree.go:17.2,17.51 1 0
claude-squad/session/git/worktree.go:34.144,42.2 1 0
claude-squad/session/git/worktree.go:45.108,52.16 5 0
claude-squad/session/git/worktree.go:52.16,56.3 2 0
claude-squad/session/git/worktree.go:58.2,59.16 2 0
claude-squad/session/git/worktree.go:59.16,61.3 1 0
claude-squad/session/git/worktree.go:63.2,64.16 2 0
claude-squad/session/git/worktree.go:64.16,66.3 1 0
claude-squad/session/git/worktree.go:68.2,76.20 3 0
claude-squad/session/git/worktree.go:80.48,82.2 1 0
claude-squad/session/git/worktree.go:85.46,87.2 1 0
claude-squad/session/git/worktree.go:90.44,92.2 1 0
claude-squad/session/git/worktree.go:95.44,97.2 1 0
claude-squad/session/git/worktree.go:100.49,102.2 1 0
claude-squad/session/git/worktree_branch.go:12.73,16.103 2 0
claude-squad/session/git/worktree_branch.go:16.103,18.3 1 0
claude-squad/session/git/worktree_branch.go:21.2,25.112 2 0
claude-squad/session/git/worktree_branch.go:25.112,27.3 1 0
claude-squad/session/git/worktree_branch.go:30.2,31.16 2 0
claude-squad/session/git/worktree_branch.go:31.16,33.3 1 0
claude-squad/session/git/worktree_branch.go:35.2,39.51 4 0
claude-squad/session/git/worktree_branch.go:39.51,41.3 1 0
claude-squad/session/git/worktree_branch.go:43.2,43.12 1 0
claude-squad/session/git/worktree_branch.go:47.57,48.20 1 0
claude-squad/session/git/worktree_branch.go:48.20,50.3 1 0
claude-squad/session/git/worktree_branch.go:51.2,51.20 1 0
claude-squad/session/git/worktree_branch.go:51.20,53.3 1 0
claude-squad/session/git/worktree_branch.go:55.2,56.27 2 0
claude-squad/session/git/worktree_branch.go:56.27,58.3 1 0
claude-squad/session/git/worktree_branch.go:59.2,59.27 1 0
claude-squad/session/git/worktree_git.go:11.82,16.16 4 0
claude-squad/session/git/worktree_git.go:16.16,18.3 1 0
claude-squad/session/git/worktree_git.go:20.2,20.28 1 0
claude-squad/session/git/worktree_git.go:24.74,25.37 1 0
claude-squad/session/git/worktree_git.go:25.37,27.3 1 0
claude-squad/session/git/worktree_git.go:30.2,31.16 2 0
claude-squad/session/git/worktree_git.go:31.16,33.3 1 0
claude-squad/session/git/worktree_git.go:35.2,35.13 1 0
claude-squad/session/git/worktree_git.go:35.13,37.72 1 0
claude-squad/session/git/worktree_git.go:37.72,40.4 2 0
claude-squad/session/git/worktree_git.go:43.3,43.106 1 0
claude-squad/session/git/worktree_git.go:43.106,46.4 2 0
claude-squad/session/git/worktree_git.go:50.2,52.38 3 0
claude-squad/session/git/worktree_git.go:52.38,56.73 3 0
claude-squad/session/git/worktree_git.go:56.73,59.4 2 0
claude-squad/session/git/worktree_git.go:63.2,65.57 3 0
claude-squad/session/git/worktree_git.go:65.57,68.3 2 0
claude-squad/session/git/worktree_git.go:71.2,71.10 1 0
claude-squad/session/git/worktree_git.go:71.10,72.43 1 0
claude-squad/session/git/worktree_git.go:72.43,75.4 1 0
claude-squad/session/git/worktree_git.go:78.2,78.12 1 0
claude-squad/session/git/worktree_git.go:82.65,85.16 2 0
claude-squad/session/git/worktree_git.go:85.16,87.3 1 0
claude-squad/session/git/worktree_git.go:89.2,89.13 1 0
claude-squad/session/git/worktree_git.go:89.13,91.72 1 0
claude-squad/session/git/worktree_git.go:91.72,94.4 2 0
claude-squad/session/git/worktree_git.go:97.3,97.106 1 0
claude-squad/session/git/worktree_git.go:97.106,100.4 2 0
claude-squad/session/git/worktree_git.go:103.2,103.12 1 0
claude-squad/session/git/worktree_git.go:107.47,109.16 2 0
claude-squad/session/git/worktree_git.go:109.16,111.3 1 0
claude-squad/session/git/worktree_git.go:112.2,112.29 1 0
claude-squad/session/git/worktree_git.go:116.58,118.16 2 0
claude-squad/session/git/worktree_git.go:118.16,120.3 1 0
claude-squad/session/git/worktree_git.go:121.2,121.63 1 0
claude-squad/session/git/worktree_git.go:125.45,127.37 1 0
claude-squad/session/git/worktree_git.go:127.37,129.3 1 0
claude-squad/session/git/worktree_git.go:131.2,133.34 3 0
claude-squad/session/git/worktree_git.go:133.34,135.3 1 0
claude-squad/session/git/worktree_git.go:136.2,136.12 1 0
claude-squad/session/git/worktree_ops.go:16.37,19.16 2 0
claude-squad/session/git/worktree_ops.go:19.16,21.3 1 0
claude-squad/session/git/worktree_ops.go:24.2,28.12 3 0
claude-squad/session/git/worktree_ops.go:28.12,30.3 1 0
claude-squad/session/git/worktree_ops.go:33.2,33.12 1 0
claude-squad/session/git/worktree_ops.go:33.12,35.17 2 0
claude-squad/session/git/worktree_ops.go:35.17,38.4 2 0
claude-squad/session/git/worktree_ops.go:40.3,41.61 2 0
claude-squad/session/git/worktree_ops.go:41.61,43.4 1 0
claude-squad/session/git/worktree_ops.go:44.3,44.17 1 0
claude-squad/session/git/worktree_ops.go:48.2,48.25 1 0
claude-squad/session/git/worktree_ops.go:48.25,49.35 1 0
claude-squad/session/git/worktree_ops.go:49.35,51.4 1 0
claude-squad/session/git/worktree_ops.go:54.2,54.18 1 0
claude-squad/session/git/worktree_ops.go:54.18,56.3 1 0
claude-squad/session/git/worktree_ops.go:57.2,57.29 1 0
claude-squad/session/git/worktree_ops.go:61.55,68.104 2 0
claude-squad/session/git/worktree_ops.go:68.104,70.3 1 0
claude-squad/session/git/worktree_ops.go:72.2,72.12 1 0
claude-squad/session/git/worktree_ops.go:76.48,79.56 2 0
claude-squad/session/git/worktree_ops.go:79.56,81.3 1 0
claude-squad/session/git/worktree_ops.go:84.2,88.16 3 0
claude-squad/session/git/worktree_ops.go:88.16,90.3 1 0
claude-squad/session/git/worktree_ops.go:93.2,93.54 1 0
claude-squad/session/git/worktree_ops.go:93.54,95.3 1 0
claude-squad/session/git/worktree_ops.go:97.2,98.16 2 0
claude-squad/session/git/worktree_ops.go:98.16,101.74 1 0
claude-squad/session/git/worktree_ops.go:101.74,103.4 1 0
claude-squad/session/git/worktree_ops.go:104.3,104.63 1 0
claude-squad/session/git/worktree_ops.go:106.2,113.122 3 0
claude-squad/session/git/worktree_ops.go:113.122,115.3 1 0
claude-squad/session/git/worktree_ops.go:117.2,117.12 1 0
claude-squad/session/git/worktree_ops.go:121.39,125.76 2 0
claude-squad/session/git/worktree_ops.go:125.76,128.3 1 0
claude-squad/session/git/worktree_ops.go:131.2,131.99 1 0
claude-squad/session/git/worktree_ops.go:131.99,133.65 1 0
claude-squad/session/git/worktree_ops.go:133.65,138.51 2 0
claude-squad/session/git/worktree_ops.go:138.51,141.5 1 0
claude-squad/session/git/worktree_ops.go:143.9,146.4 1 0
claude-squad/session/git/worktree_ops.go:150.2,151.16 2 0
claude-squad/session/git/worktree_ops.go:151.16,154.3 2 0
claude-squad/session/git/worktree_ops.go:156.2,159.60 2 0
claude-squad/session/git/worktree_ops.go:159.60,160.64 1 0
claude-squad/session/git/worktree_ops.go:160.64,162.4 1 0
claude-squad/session/git/worktree_ops.go:163.8,163.49 1 0
claude-squad/session/git/worktree_ops.go:163.49,165.3 1 0
claude-squad/session/git/worktree_ops.go:168.2,168.34 1 0
claude-squad/session/git/worktree_ops.go:168.34,170.3 1 0
claude-squad/session/git/worktree_ops.go:172.2,172.19 1 0
claude-squad/session/git/worktree_ops.go:172.19,174.3 1 0
claude-squad/session/git/worktree_ops.go:176.2,176.12 1 0
claude-squad/session/git/worktree_ops.go:180.38,182.76 1 0
claude-squad/session/git/worktree_ops.go:182.76,185.3 1 0
claude-squad/session/git/worktree_ops.go:188.2,188.99 1 0
claude-squad/session/git/worktree_ops.go:188.99,190.65 1 0
claude-squad/session/git/worktree_ops.go:190.65,195.51 2 0
claude-squad/session/git/worktree_ops.go:195.51,199.5 1 0
claude-squad/session/git/worktree_ops.go:201.4,201.14 1 0
claude-squad/session/git/worktree_ops.go:203.3,203.58 1 0
claude-squad/session/git/worktree_ops.go:206.2,206.12 1 0
claude-squad/session/git/worktree_ops.go:210.52,218.53 5 0
claude-squad/session/git/worktree_ops.go:218.53,220.56 1 0
claude-squad/session/git/worktree_ops.go:220.56,222.4 1 0
claude-squad/session/git/worktree_ops.go:222.9,224.4 1 0
claude-squad/session/git/worktree_ops.go:225.8,227.3 1 0
claude-squad/session/git/worktree_ops.go:230.2,230.58 1 0
claude-squad/session/git/worktree_ops.go:230.58,231.33 1 0
claude-squad/session/git/worktree_ops.go:231.33,232.86 1 0
claude-squad/session/git/worktree_ops.go:232.86,235.51 3 0
claude-squad/session/git/worktree_ops.go:235.51,237.6 1 0
claude-squad/session/git/worktree_ops.go:243.2,244.89 2 0
claude-squad/session/git/worktree_ops.go:244.89,247.3 1 0
claude-squad/session/git/worktree_ops.go:250.2,250.95 1 0
claude-squad/session/git/worktree_ops.go:250.95,253.30 2 0
claude-squad/session/git/worktree_ops.go:253.30,254.101 1 0
claude-squad/session/git/worktree_ops.go:254.101,258.105 3 0
claude-squad/session/git/worktree_ops.go:258.105,260.6 1 0
claude-squad/session/git/worktree_ops.go:263.8,265.3 1 0
claude-squad/session/git/worktree_ops.go:268.2,269.12 2 0
claude-squad/session/git/worktree_ops.go:273.37,274.76 1 0
claude-squad/session/git/worktree_ops.go:274.76,276.3 1 0
claude-squad/session/git/worktree_ops.go:277.2,277.12 1 0
claude-squad/session/git/worktree_ops.go:281.31,283.16 2 0
claude-squad/session/git/worktree_ops.go:283.16,285.3 1 0
claude-squad/session/git/worktree_ops.go:287.2,288.16 2 0
claude-squad/session/git/worktree_ops.go:288.16,290.3 1 0
claude-squad/session/git/worktree_ops.go:293.2,295.16 3 0
claude-squad/session/git/worktree_ops.go:295.16,297.3 1 0
claude-squad/session/git/worktree_ops.go:300.2,303.29 4 0
claude-squad/session/git/worktree_ops.go:303.29,304.43 1 0
claude-squad/session/git/worktree_ops.go:304.43,306.4 1 0
claude-squad/session/git/worktree_ops.go:306.9,306.48 1 0
claude-squad/session/git/worktree_ops.go:306.48,310.29 3 0
claude-squad/session/git/worktree_ops.go:310.29,312.5 1 0
claude-squad/session/git/worktree_ops.go:316.2,316.32 1 0
claude-squad/session/git/worktree_ops.go:316.32,317.20 1 0
claude-squad/session/git/worktree_ops.go:317.20,321.47 2 0
claude-squad/session/git/worktree_ops.go:321.47,322.45 1 0
claude-squad/session/git/worktree_ops.go:322.45,325.44 2 0
claude-squad/session/git/worktree_ops.go:325.44,328.7 1 0
claude-squad/session/git/worktree_ops.go:329.6,329.11 1 0
claude-squad/session/git/worktree_ops.go:334.4,334.30 1 0
claude-squad/session/git/worktree_ops.go:339.2,341.16 3 0
claude-squad/session/git/worktree_ops.go:341.16,343.3 1 0
claude-squad/session/git/worktree_ops.go:345.2,345.12 1 0
claude-squad/test/ui/testrender.go:31.38,40.2 2 1
claude-squad/test/ui/testrender.go:43.71,47.2 3 1
claude-squad/test/ui/testrender.go:50.67,53.2 2 1
claude-squad/test/ui/testrender.go:56.62,59.2 2 0
claude-squad/test/ui/testrender.go:62.54,65.2 2 1
claude-squad/test/ui/testrender.go:68.72,75.16 4 0
claude-squad/test/ui/testrender.go:75.16,77.3 1 0
claude-squad/test/ui/testrender.go:79.2,82.19 2 0
claude-squad/test/ui/testrender.go:82.19,84.3 1 0
claude-squad/test/ui/testrender.go:86.2,86.20 1 0
claude-squad/test/ui/testrender.go:90.78,92.58 1 0
claude-squad/test/ui/testrender.go:92.58,94.3 1 0
claude-squad/test/ui/testrender.go:97.2,98.16 2 0
claude-squad/test/ui/testrender.go:98.16,100.3 1 0
claude-squad/test/ui/testrender.go:103.2,104.49 2 0
claude-squad/test/ui/testrender.go:108.92,113.16 3 0
claude-squad/test/ui/testrender.go:113.16,115.3 1 0
claude-squad/test/ui/testrender.go:117.2,120.23 2 0
claude-squad/test/ui/testrender.go:120.23,121.59 1 0
claude-squad/test/ui/testrender.go:121.59,123.4 1 0
claude-squad/test/ui/testrender.go:125.3,125.74 1 0
claude-squad/test/ui/testrender.go:125.74,127.4 1 0
claude-squad/test/ui/testrender.go:129.3,130.9 2 0
claude-squad/test/ui/testrender.go:134.2,135.16 2 0
claude-squad/test/ui/testrender.go:135.16,136.25 1 0
claude-squad/test/ui/testrender.go:136.25,138.4 1 0
claude-squad/test/ui/testrender.go:139.3,139.47 1 0
claude-squad/test/ui/testrender.go:143.2,143.32 1 0
claude-squad/test/ui/testrender.go:143.32,146.3 2 0
claude-squad/test/ui/testrender.go:150.79,154.62 2 1
claude-squad/test/ui/testrender.go:154.62,156.3 1 1
claude-squad/test/ui/testrender.go:156.8,156.73 1 1
claude-squad/test/ui/testrender.go:156.73,159.3 1 0
claude-squad/test/ui/testrender.go:159.8,159.57 1 1
claude-squad/test/ui/testrender.go:159.57,162.3 1 1
claude-squad/test/ui/testrender.go:162.8,164.3 1 0
claude-squad/test/ui/testrender.go:167.2,167.19 1 1
claude-squad/test/ui/testrender.go:167.19,169.3 1 1
claude-squad/test/ui/testrender.go:171.2,171.20 1 1
claude-squad/test/ui/testrender.go:175.90,178.16 2 1
claude-squad/test/ui/testrender.go:178.16,180.3 1 0
claude-squad/test/ui/testrender.go:183.2,183.58 1 1
claude-squad/test/ui/testrender.go:183.58,185.3 1 0
claude-squad/test/ui/testrender.go:188.2,189.49 2 1
claude-squad/test/ui/testrender.go:193.107,198.16 3 1
claude-squad/test/ui/testrender.go:198.16,200.3 1 0
claude-squad/test/ui/testrender.go:202.2,205.23 2 1
claude-squad/test/ui/testrender.go:205.23,206.59 1 1
claude-squad/test/ui/testrender.go:206.59,208.4 1 0
claude-squad/test/ui/testrender.go:210.3,210.74 1 1
claude-squad/test/ui/testrender.go:210.74,212.4 1 0
claude-squad/test/ui/testrender.go:214.3,215.9 2 1
claude-squad/test/ui/testrender.go:219.2,220.16 2 1
claude-squad/test/ui/testrender.go:220.16,221.25 1 0
claude-squad/test/ui/testrender.go:221.25,223.4 1 0
claude-squad/test/ui/testrender.go:224.3,224.47 1 0
claude-squad/test/ui/testrender.go:228.2,228.32 1 1
claude-squad/test/ui/testrender.go:228.32,231.3 2 0
claude-squad/test/ui/testrender.go:235.50,241.65 4 0
claude-squad/test/ui/testrender.go:241.65,244.29 2 0
claude-squad/test/ui/testrender.go:244.29,246.4 1 0
claude-squad/test/ui/testrender.go:248.3,248.27 1 0
claude-squad/test/ui/testrender.go:248.27,250.4 1 0
claude-squad/test/ui/testrender.go:252.3,252.33 1 0
claude-squad/test/ui/testrender.go:252.33,256.4 3 0
claude-squad/test/ui/testrender.go:259.2,259.25 1 0
claude-squad/test/ui/testrender.go:263.24,264.11 1 0
claude-squad/test/ui/testrender.go:264.11,266.3 1 0
claude-squad/test/ui/testrender.go:267.2,267.10 1 0
claude-squad/test/ui/testrender.go:271.47,276.24 3 1
claude-squad/test/ui/testrender.go:276.24,277.18 1 1
claude-squad/test/ui/testrender.go:277.18,279.56 1 0
claude-squad/test/ui/testrender.go:279.56,281.5 1 0
claude-squad/test/ui/testrender.go:282.4,282.12 1 0
claude-squad/test/ui/testrender.go:286.3,286.18 1 1
claude-squad/test/ui/testrender.go:286.18,288.12 2 0
claude-squad/test/ui/testrender.go:292.3,292.22 1 1
claude-squad/test/ui/testrender.go:295.2,295.24 1 1
claude-squad/test/ui/testrender.go:308.51,314.2 1 0
claude-squad/test/ui/testrender.go:317.60,320.2 2 0
claude-squad/test/ui/testrender.go:323.65,326.2 2 0
claude-squad/test/ui/testrender.go:329.52,332.2 2 0
claude-squad/test/ui/testrender.go:335.47,340.17 3 0
claude-squad/test/ui/testrender.go:340.17,342.3 1 0
claude-squad/test/ui/testrender.go:344.2,346.22 2 0
claude-squad/test/ui/testrender.go:346.22,347.13 1 0
claude-squad/test/ui/testrender.go:347.13,350.4 1 0
claude-squad/test/ui/testrender.go:353.2,353.43 1 0
claude-squad/test/ui/testrender.go:353.43,355.3 1 0
claude-squad/test/ui/testrender.go:357.2,357.45 1 0
claude-squad/test/ui/testrender.go:357.45,359.3 1 0
claude-squad/test/ui/testrender.go:361.2,361.55 1 0
claude-squad/test/ui/testrender.go:365.54,366.22 1 0
claude-squad/test/ui/testrender.go:366.22,368.3 1 0
claude-squad/test/ui/testrender.go:370.2,371.12 2 0
claude-squad/test/ui/testrender.go:375.64,376.45 1 0
claude-squad/test/ui/testrender.go:376.45,378.3 1 0
claude-squad/test/ui/testrender.go:380.2,380.56 1 0
claude-squad/test/ui/testrender.go:390.38,395.2 1 0
claude-squad/test/ui/testrender.go:398.65,402.2 3 0
claude-squad/test/ui/testrender.go:405.91,409.13 2 0
claude-squad/test/ui/testrender.go:410.15,411.42 1 0
claude-squad/test/ui/testrender.go:412.23,413.43 1 0
claude-squad/test/ui/testrender.go:414.15,415.42 1 0
claude-squad/test/ui/testrender.go:416.13,417.40 1 0
claude-squad/test/ui/testrender.go:418.17,419.45 1 0
claude-squad/test/ui/testrender.go:420.19,421.46 1 0
claude-squad/test/ui/testrender.go:422.12,423.39 1 0
claude-squad/test/ui/testrender.go:424.14,425.41 1 0
claude-squad/test/ui/testrender.go:426.15,427.42 1 0
claude-squad/test/ui/testrender.go:428.14,429.41 1 0
claude-squad/test/ui/testrender.go:430.10,432.62 1 0
claude-squad/test/ui/testrender.go:435.2,435.29 1 0
claude-squad/test/ui/testrender.go:439.83,441.2 1 0
claude-squad/ui/diff.go:26.30,30.2 1 0
claude-squad/ui/diff.go:32.47,38.35 5 0
claude-squad/ui/diff.go:38.35,40.3 1 0
claude-squad/ui/diff.go:43.56,52.44 2 0
claude-squad/ui/diff.go:52.44,55.3 2 0
claude-squad/ui/diff.go:57.2,58.18 2 0
claude-squad/ui/diff.go:58.18,69.3 3 0
claude-squad/ui/diff.go:71.2,71.24 1 0
claude-squad/ui/diff.go:71.24,82.3 3 0
claude-squad/ui/diff.go:84.2,84.21 1 0
claude-squad/ui/diff.go:84.21,88.3 3 0
claude-squad/ui/diff.go:88.8,94.3 5 0
claude-squad/ui/diff.go:97.36,99.2 1 0
claude-squad/ui/diff.go:102.31,104.2 1 0
claude-squad/ui/diff.go:107.33,109.2 1 0
claude-squad/ui/diff.go:111.39,115.29 3 0
claude-squad/ui/diff.go:115.29,116.20 1 0
claude-squad/ui/diff.go:116.20,117.37 1 0
claude-squad/ui/diff.go:117.37,120.5 1 0
claude-squad/ui/diff.go:120.10,120.67 1 0
claude-squad/ui/diff.go:120.67,123.5 1 0
claude-squad/ui/diff.go:123.10,123.67 1 0
claude-squad/ui/diff.go:123.67,126.5 1 0
claude-squad/ui/diff.go:126.10,129.5 1 0
claude-squad/ui/diff.go:130.9,133.4 1 0
claude-squad/ui/diff.go:136.2,136.31 1 0
claude-squad/ui/err.go:18.26,20.2 1 0
claude-squad/ui/err.go:22.38,24.2 1 0
claude-squad/ui/err.go:26.26,28.2 1 0
claude-squad/ui/err.go:30.45,33.2 2 0
claude-squad/ui/err.go:35.34,37.18 2 0
claude-squad/ui/err.go:37.18,41.45 4 0
claude-squad/ui/err.go:41.45,43.4 1 0
claude-squad/ui/err.go:45.2,45.98 1 0
claude-squad/ui/list.go:95.86,115.2 3 1
claude-squad/ui/list.go:118.43,122.2 3 0
claude-squad/ui/list.go:126.69,127.31 1 0
claude-squad/ui/list.go:127.31,128.39 1 0
claude-squad/ui/list.go:128.39,129.12 1 0
claude-squad/ui/list.go:132.3,132.70 1 0
claude-squad/ui/list.go:132.70,135.4 1 0
claude-squad/ui/list.go:137.2,137.8 1 0
claude-squad/ui/list.go:140.35,142.2 1 0
claude-squad/ui/list.go:152.48,154.2 1 0
claude-squad/ui/list.go:159.110,161.15 2 1
claude-squad/ui/list.go:161.15,163.3 1 0
claude-squad/ui/list.go:164.2,166.15 3 1
claude-squad/ui/list.go:166.15,169.3 2 1
claude-squad/ui/list.go:172.2,173.18 2 1
claude-squad/ui/list.go:174.23,175.46 1 1
claude-squad/ui/list.go:176.21,177.38 1 1
claude-squad/ui/list.go:178.22,179.40 1 1
claude-squad/ui/list.go:180.29,181.54 1 1
claude-squad/ui/list.go:182.10,182.10 0 0
claude-squad/ui/list.go:186.2,188.85 3 1
claude-squad/ui/list.go:188.85,190.3 1 0
claude-squad/ui/list.go:191.2,202.56 5 1
claude-squad/ui/list.go:202.56,207.3 3 1
claude-squad/ui/list.go:207.8,216.3 3 0
claude-squad/ui/list.go:218.2,223.19 5 1
claude-squad/ui/list.go:223.19,225.3 1 0
claude-squad/ui/list.go:228.2,231.17 3 1
claude-squad/ui/list.go:231.17,233.18 1 1
claude-squad/ui/list.go:233.18,236.30 2 1
claude-squad/ui/list.go:236.30,237.63 1 1
claude-squad/ui/list.go:237.63,239.6 1 1
claude-squad/ui/list.go:239.11,242.20 2 1
claude-squad/ui/list.go:242.20,245.7 1 0
claude-squad/ui/list.go:245.12,249.7 2 1
claude-squad/ui/list.go:251.10,254.19 2 0
claude-squad/ui/list.go:254.19,256.6 1 0
claude-squad/ui/list.go:256.11,258.6 1 0
claude-squad/ui/list.go:261.4,261.22 1 1
claude-squad/ui/list.go:261.22,263.5 1 1
claude-squad/ui/list.go:267.2,267.24 1 1
claude-squad/ui/list.go:267.24,269.3 1 0
claude-squad/ui/list.go:269.8,269.41 1 1
claude-squad/ui/list.go:269.41,270.25 1 0
claude-squad/ui/list.go:270.25,272.4 1 0
claude-squad/ui/list.go:272.9,275.4 1 0
claude-squad/ui/list.go:277.2,281.24 3 1
claude-squad/ui/list.go:281.24,283.3 1 1
claude-squad/ui/list.go:285.2,294.13 3 1
claude-squad/ui/list.go:316.32,322.41 3 0
claude-squad/ui/list.go:322.41,324.3 1 0
claude-squad/ui/list.go:327.2,327.18 1 0
claude-squad/ui/list.go:327.18,329.3 1 0
claude-squad/ui/list.go:332.2,332.22 1 0
claude-squad/ui/list.go:332.22,334.3 1 0
claude-squad/ui/list.go:335.2,355.16 12 0
claude-squad/ui/list.go:355.16,359.3 2 0
claude-squad/ui/list.go:359.8,367.3 4 0
claude-squad/ui/list.go:369.2,378.83 5 0
claude-squad/ui/list.go:382.23,384.28 2 0
claude-squad/ui/list.go:384.28,386.3 1 0
claude-squad/ui/list.go:389.2,390.45 2 0
claude-squad/ui/list.go:390.45,394.32 2 0
claude-squad/ui/list.go:394.32,395.24 1 0
claude-squad/ui/list.go:395.24,398.10 3 0
claude-squad/ui/list.go:404.2,404.27 1 0
claude-squad/ui/list.go:408.23,409.23 1 0
claude-squad/ui/list.go:409.23,411.3 1 0
claude-squad/ui/list.go:414.2,414.56 1 0
claude-squad/ui/list.go:414.56,416.3 1 0
claude-squad/ui/list.go:418.2,421.46 2 0
claude-squad/ui/list.go:421.46,423.3 1 0
claude-squad/ui/list.go:426.2,426.37 1 0
